time_score,subject_score,keyword_score,estimated_time,sleep_hours,stress_level,energy_pred,time_of_day_score,start_hour,position,cumulative_minutes,break_before,difficulty,label
0.3,0.6,0.5,30,7.2,1,0.8659171151406191,0.6,17.533333333333335,0,0,0,3,0.8590141620034785
0.3,0.6,0.5,30,7.2,1,0.8659171151406191,0.6,19.866666666666667,1,30,20,1,0.4874059462805165
0.3,0.6,0.5,30,4.13,2,0.5636592309786563,0.4,20.8,0,0,0,3,0.5544671606025086
0.3,0.6,0.5,30,4.13,2,0.5636592309786563,0.4,22.633333333333333,1,30,20,1,0.7364007511288703
0.3,0.6,0.5,30,4.51,4,0.5514574560382522,1.0,6.25,0,0,0,3,0.5776238068715074
0.3,0.6,0.5,30,4.51,4,0.5514574560382522,1.0,8.583333333333334,1,30,20,3,0.627152264929713
0.3,0.6,0.5,30,4.51,4,0.5514574560382522,1.0,10.416666666666666,2,80,20,3,0.5644190198981736
0.3,0.6,0.5,30,4.23,2,0.5950503699294165,0.6,18.833333333333332,0,0,0,1,0.752674556508166
0.3,0.6,0.5,30,5.82,3,0.6196980067439667,0.6,17.0,0,0,0,3,0.5155587310236154
0.3,0.6,0.5,30,5.82,3,0.6196980067439667,0.6,19.333333333333332,1,30,20,2,0.8768114106595946
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,11.666666666666666,0,0,0,2,0.9720917300749192
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,12.833333333333334,1,30,10,3,0.6413223988212983
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,13.666666666666666,2,70,20,3,0.5890691487155738
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,14.25,3,120,20,3,0.6009153937351507
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,14.833333333333334,4,170,20,2,0.9441633323666531
0.3,0.6,0.5,30,8.95,5,0.658876261029511,0.8,15.75,5,220,10,1,0.6543380959309328
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,3.45,0,0,0,3,0.7997428672710128
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,5.783333333333333,1,30,20,3,0.7018958507401074
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,7.116666666666666,2,80,20,3,0.7440641006142813
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,9.466666666666667,3,130,21,3,0.6601102487352264
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,11.8,4,181,20,3,0.6663580043490913
0.3,0.6,0.5,30,6.34,3,0.7402162509074881,1.0,13.633333333333333,5,231,20,2,0.8881328713075279
0.3,0.6,0.5,30,7.66,1,0.9393469507658938,0.8,12.25,0,0,0,3,0.9309824051032761
0.3,0.6,0.5,30,7.66,1,0.9393469507658938,0.8,14.083333333333334,1,30,20,2,0.7761447685338192
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,18.916666666666668,0,0,0,2,0.8613327880914208
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,20.583333333333332,1,30,10,3,0.4961053832080961
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,22.416666666666668,2,70,20,3,0.5580942505823436
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,23.0,3,120,20,3,0.5396236839737223
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,23.583333333333332,4,170,20,2,0.9267051287254782
0.3,0.6,0.5,30,5.01,3,0.5467482366792489,0.4,0.75,5,220,10,1,0.752089807463138
0.3,0.6,0.5,30,6.16,4,0.5415703761611586,0.4,20.083333333333332,0,0,0,1,0.850805329942973
0.3,0.6,0.5,30,6.16,4,0.5415703761611586,0.4,20.416666666666668,1,30,5,3,0.511708153854797
0.3,0.6,0.5,30,6.16,4,0.5415703761611586,0.4,22.75,2,65,20,3,0.6008815406680676
0.3,0.6,0.5,30,6.16,4,0.5415703761611586,0.4,23.333333333333332,3,115,20,1,0.899846245238997
0.3,0.6,0.5,30,4.25,5,0.45316362345708217,1.0,8.7,0,0,0,1,0.945269892382735
0.3,0.6,0.5,30,6.01,1,0.8295082374815442,0.8,12.033333333333333,0,0,0,3,0.844343816764844
0.3,0.6,0.5,30,6.01,1,0.8295082374815442,0.8,12.866666666666667,1,30,20,3,0.8553518100042811
0.3,0.6,0.5,30,6.01,1,0.8295082374815442,0.8,14.2,2,80,20,3,0.8297459585620464
0.3,0.6,0.5,30,6.01,1,0.8295082374815442,0.8,15.05,3,130,21,2,0.8736567352912008
0.3,0.6,0.5,30,8.8,1,0.9575506935654406,0.8,12.833333333333334,0,0,0,3,0.816228118514311
0.3,0.6,0.5,30,6.85,5,0.6215511501058008,1.0,6.5,0,0,0,2,0.9275547666022945
0.3,0.6,0.5,30,6.85,5,0.6215511501058008,1.0,7.666666666666667,1,30,10,3,0.625429786777522
0.3,0.6,0.5,30,6.85,5,0.6215511501058008,1.0,8.5,2,70,20,3,0.565051083440921
0.3,0.6,0.5,30,6.85,5,0.6215511501058008,1.0,9.583333333333334,3,120,20,3,0.551371109928326
0.3,0.6,0.5,30,6.85,5,0.6215511501058008,1.0,10.916666666666666,4,170,20,1,0.7025363521543065
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,3.25,0,0,0,3,0.8289559089839769
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,5.583333333333333,1,30,20,3,0.7543638952077127
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,7.916666666666667,2,80,20,3,0.7375775482788192
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,10.25,3,130,20,3,0.744149318474747
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,11.333333333333334,4,180,20,3,0.6969355031453722
0.3,0.6,0.5,30,6.72,3,0.7677506094249429,1.0,12.416666666666666,5,230,20,3,0.699458524520074
0.3,0.6,0.5,30,5.82,1,0.7842087646153918,0.6,17.0,0,0,0,3,0.8320566217088986
0.3,0.6,0.5,30,5.82,1,0.7842087646153918,0.6,19.333333333333332,1,30,20,2,0.8722816194527508
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,18.75,0,0,0,3,0.5205094313103404
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,19.583333333333332,1,30,20,3,0.5791907813354081
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,20.416666666666668,2,80,20,3,0.5341183761227378
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,21.5,3,130,20,3,0.5642167204248464
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,22.833333333333332,4,180,20,3,0.4598516581866972
0.3,0.6,0.5,30,4.9,3,0.5409167528196985,0.4,23.916666666666668,5,230,20,3,0.5098901088589287
0.3,0.6,0.5,30,7.93,4,0.7657250391925662,1.0,6.666666666666667,0,0,0,2,0.9656577096480252
0.3,0.6,0.5,30,7.93,4,0.7657250391925662,1.0,7.583333333333333,1,30,10,3,0.7642888279984154
0.3,0.6,0.5,30,7.93,4,0.7657250391925662,1.0,8.666666666666666,2,70,20,3,0.7065414304121868
0.3,0.6,0.5,30,7.93,4,0.7657250391925662,1.0,11.0,3,120,20,1,0.6183791252954189
0.3,0.6,0.5,30,7.32,4,0.6960109568240676,0.8,10.533333333333333,0,0,0,2,1.0
0.3,0.6,0.5,30,7.32,4,0.6960109568240676,0.8,11.7,1,30,10,3,0.7120629626360414
0.3,0.6,0.5,30,7.32,4,0.6960109568240676,0.8,14.033333333333333,2,70,20,3,0.7238869636568033
0.3,0.6,0.5,30,7.32,4,0.6960109568240676,0.8,15.133333333333333,3,120,21,2,0.9297896015550958
0.3,0.6,0.5,30,7.32,4,0.6960109568240676,0.8,16.3,4,171,10,2,0.963594184011178
0.3,0.6,0.5,30,4.23,4,0.5340393744418277,1.0,5.783333333333333,0,0,0,2,0.8646117689975946
0.3,0.6,0.5,30,4.23,4,0.5340393744418277,1.0,6.966666666666667,1,30,11,3,0.6179805417384958
0.3,0.6,0.5,30,4.23,4,0.5340393744418277,1.0,9.3,2,71,20,3,0.5200076917380003
0.3,0.6,0.5,30,4.23,4,0.5340393744418277,1.0,11.633333333333333,3,121,20,1,0.7772593519492732
0.3,0.6,0.5,30,6.66,5,0.5324205842310562,0.6,15.633333333333333,0,0,0,2,0.8474081564771427
0.3,0.6,0.5,30,6.66,5,0.5324205842310562,0.6,17.3,1,30,10,3,0.479406986954397
0.3,0.6,0.5,30,6.66,5,0.5324205842310562,0.6,19.633333333333333,2,70,20,3,0.4967225497616548
0.3,0.6,0.5,30,6.66,5,0.5324205842310562,0.6,20.7,3,120,19,2,0.8073177728530073
0.3,0.6,0.5,30,5.16,2,0.712931375678436,0.8,13.333333333333334,0,0,0,3,0.7191875696970508
0.3,0.6,0.5,30,5.03,4,0.47106616569706306,0.4,19.033333333333335,0,0,0,2,0.7102131037287458
0.3,0.6,0.5,30,5.03,4,0.47106616569706306,0.4,20.216666666666665,1,30,11,3,0.4952377954378877
0.3,0.6,0.5,30,5.03,4,0.47106616569706306,0.4,21.533333333333335,2,71,19,3,0.41042408032643435
0.3,0.6,0.5,30,5.03,4,0.47106616569706306,0.4,22.133333333333333,3,120,21,2,0.6607750320906687
0.3,0.6,0.5,30,5.03,4,0.47106616569706306,0.4,23.8,4,171,10,2,0.6551375680210519
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,6.716666666666667,0,0,0,1,0.5331619808678529
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,7.3,1,30,5,3,0.9709103133012809
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,8.383333333333333,2,65,20,3,0.8186506666842361
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,8.966666666666667,3,115,20,3,0.9030568047307538
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,10.05,4,165,20,2,0.806475766309072
0.3,0.6,0.5,30,6.82,1,0.9257080543458067,1.0,10.966666666666667,5,215,10,1,0.36284744373458067
0.3,0.6,0.5,30,7.74,1,0.9441299949695007,0.8,11.666666666666666,0,0,0,2,0.6924327739407962
0.3,0.6,0.5,30,7.74,1,0.9441299949695007,0.8,13.333333333333334,1,30,10,3,0.977547707324633
0.3,0.6,0.5,30,7.74,1,0.9441299949695007,0.8,15.166666666666666,2,70,20,2,0.770272526868303
0.3,0.6,0.5,30,7.42,1,0.9599554426740369,1.0,6.833333333333333,0,0,0,2,0.7709552153154213
0.3,0.6,0.5,30,7.42,1,0.9599554426740369,1.0,8.5,1,30,10,3,1.0
0.3,0.6,0.5,30,7.42,1,0.9599554426740369,1.0,10.833333333333334,2,70,20,1,0.4135427791574964
0.3,0.6,0.5,30,8.83,3,0.7298199497539918,0.4,19.25,0,0,0,2,0.9854194900631049
0.3,0.6,0.5,30,8.83,3,0.7298199497539918,0.4,20.166666666666668,1,30,10,3,0.6920649654711444
0.3,0.6,0.5,30,8.83,3,0.7298199497539918,0.4,22.5,2,70,20,3,0.7590698608442974
0.3,0.6,0.5,30,8.83,3,0.7298199497539918,0.4,23.583333333333332,3,120,20,2,1.0
0.3,0.6,0.5,30,5.38,1,0.7977844342307547,0.8,12.833333333333334,0,0,0,3,0.7937331197299234
0.3,0.6,0.5,30,7.45,4,0.6203393060289575,0.4,21.466666666666665,0,0,0,3,0.6095025386362798
0.3,0.6,0.5,30,7.32,3,0.6982967164018209,0.4,19.466666666666665,0,0,0,2,1.0
0.3,0.6,0.5,30,7.32,3,0.6982967164018209,0.4,20.633333333333333,1,30,10,3,0.7236027764154294
0.3,0.6,0.5,30,7.32,3,0.6982967164018209,0.4,21.466666666666665,2,70,20,3,0.7212748223207801
0.3,0.6,0.5,30,7.32,3,0.6982967164018209,0.4,22.533333333333335,3,120,19,3,0.7144275461444571
0.3,0.6,0.5,30,7.32,3,0.6982967164018209,0.4,23.616666666666667,4,169,20,2,0.9263639395090629
0.3,0.6,0.5,30,7.54,2,0.820505816173092,0.6,18.083333333333332,0,0,0,3,0.839887015141952
0.3,0.6,0.5,30,8.34,4,0.7677239514711551,1.0,8.416666666666666,0,0,0,2,0.9260154501305786
0.3,0.6,0.5,30,4.26,4,0.5364552346172438,1.0,8.333333333333334,0,0,0,3,0.5575256160393461
